case,size,det_mod_65521,full_augmented
207,65,60773,1
208,65,61932,1
209,65,61932,1
210,65,61932,1
211,65,61932,1
212,65,27344,1
213,65,56180,1
214,65,13928,1
215,65,7603,1
216,65,58452,1
217,65,20601,1
218,65,2754,1
219,65,55865,1
220,65,19645,1
221,65,6885,1
222,65,58606,1
223,65,16,1
224,65,60897,1
225,65,49805,1
226,65,49805,1
227,65,14441,1
228,65,34848,1
229,65,46696,1
230,65,65456,1
231,65,46696,1
232,65,46696,1
233,65,53870,1
234,65,4323,1
235,65,27993,1
236,65,10419,1
237,65,51773,1
238,65,60523,1
239,65,60523,1
240,65,15511,1
241,65,54160,1
242,65,42220,1
243,65,13679,1
244,65,22519,1
245,65,7870,1
246,65,7870,1
247,65,532,1
248,65,8264,1
249,65,13505,1
250,65,13505,1
251,65,13505,1
252,65,13505,1
253,65,36842,1
254,65,14583,1
255,65,42881,1
256,65,29877,1
257,65,11660,1
258,65,3320,1
259,65,35500,1
260,65,35500,1
261,65,35500,1
262,65,10679,1
263,65,11337,1
264,65,32360,1
265,65,1861,1
266,65,28939,1
267,65,17089,1
268,65,47858,1
269,65,34406,1
270,65,39535,1
271,65,39535,1
272,65,39535,1
273,65,22575,1
274,65,1474,1
275,65,28893,1
276,65,12587,1
277,65,30695,1
278,65,59672,1
279,65,59672,1
280,65,59672,1
281,65,59672,1
282,65,30367,1
283,65,51784,1
284,65,14119,1
285,65,29043,1
286,65,43611,1
287,65,19530,1
288,65,42188,1
289,65,40506,1
290,65,38088,1
291,65,61933,1
292,65,27733,1
293,65,39523,1
294,65,17683,1
295,65,5346,1
296,65,27824,1
297,65,61676,1
298,65,11058,1
299,65,39336,1
300,65,56765,1
301,65,64658,1
302,65,44455,1
303,65,40838,1
304,65,30064,1
305,65,3951,1
306,65,3951,1
307,65,609,1
308,65,54097,1
309,65,42337,1
310,65,48700,1
311,65,19632,1
312,65,65225,1
313,65,19523,1
314,65,10156,1
315,65,27829,1
316,65,60707,1
317,65,57726,1
318,65,57726,1
319,65,54026,1
320,65,24171,1
321,65,37482,1
322,65,12567,1
323,65,52179,1
324,65,60710,1
325,65,6732,1
326,65,14793,1
327,65,46092,1
328,65,29069,1
329,65,50166,1
