case,size,det_mod_65521,full_augmented
124,197,41710,1
125,197,45925,1
126,197,195,1
127,197,33498,1
128,197,50178,1
129,197,51881,1
130,197,54431,1
131,197,7604,1
132,197,64232,1
133,197,37223,1
134,197,29450,1
135,197,41083,1
136,197,62233,1
137,197,4029,1
138,197,19032,1
139,197,6876,1
140,197,55093,1
141,197,34955,1
142,197,44361,1
143,197,44297,1
144,197,58352,1
145,197,17977,1
146,197,62943,1
147,197,43318,1
148,197,15335,1
149,197,55725,1
150,197,22401,1
151,197,676,1
152,197,31931,1
153,197,7128,1
154,197,64907,1
155,197,8233,1
156,197,32982,1
157,197,31835,1
158,197,2601,1
159,197,41677,1
160,197,41229,1
161,197,64406,1
162,197,9751,1
163,197,49886,1
164,197,10823,1
165,197,36834,1
166,197,44651,1
167,197,5183,1
168,197,54205,1
169,197,34215,1
170,197,14691,1
171,197,54033,1
172,197,55309,1
173,197,40534,1
174,197,25166,1
175,197,44782,1
176,197,3845,1
177,197,36649,1
178,197,30581,1
179,197,65233,1
180,197,53882,1
181,197,41775,1
182,197,20256,1
183,197,31792,1
184,197,32599,1
185,197,37415,1
186,197,64593,1
187,197,541,1
188,197,7972,1
189,197,19090,1
190,197,28864,1
191,197,24791,1
192,197,49752,1
193,197,50266,1
194,197,16575,1
195,197,25101,1
196,197,57245,1
197,197,35052,1
198,197,412,1
199,197,14861,1
200,197,2319,1
201,197,12682,1
202,197,37703,1
203,197,53600,1
204,197,128,1
205,197,38659,1
206,197,26975,1
207,197,44786,1
208,197,8469,1
209,197,865,1
210,197,59407,1
211,197,31414,1
212,197,54597,1
213,197,52988,1
214,197,5301,1
215,197,14458,1
216,197,33581,1
217,197,48361,1
218,197,49323,1
219,197,33711,1
220,197,53522,1
221,197,19914,1
222,197,18578,1
223,197,63866,1
224,197,44865,1
225,197,28967,1
226,197,11814,1
227,197,31599,1
228,197,28590,1
229,197,47924,1
230,197,34872,1
231,197,65227,1
232,197,29883,1
233,197,57934,1
234,197,55100,1
235,197,26746,1
236,197,45988,1
237,197,40055,1
238,197,36917,1
239,197,44057,1
240,197,32139,1
241,197,62355,1
242,197,64846,1
243,197,54358,1
244,197,62581,1
245,197,53729,1
246,197,4959,1
247,197,42711,1
248,197,29648,1
249,197,16822,1
250,197,55821,1
251,197,51649,1
252,197,28414,1
253,197,33744,1
254,197,1470,1
255,197,45696,1
256,197,2836,1
257,197,63220,1
258,197,65094,1
259,197,43919,1
260,197,52491,1
261,197,37346,1
262,197,35250,1
263,197,15442,1
264,197,60452,1
265,197,27247,1
266,197,26200,1
267,197,58140,1
268,197,22393,1
269,197,21289,1
270,197,31683,1
271,197,47755,1
272,197,10078,1
273,197,56357,1
274,197,3677,1
275,197,37038,1
276,197,62951,1
277,197,41489,1
278,197,39271,1
279,197,18549,1
280,197,27313,1
281,197,3425,1
282,197,17478,1
283,197,53440,1
284,197,19843,1
285,197,33764,1
286,197,39896,1
287,197,54423,1
288,197,63275,1
289,197,50137,1
290,197,54874,1
291,197,18303,1
292,197,7190,1
293,197,18703,1
294,197,13577,1
295,197,44578,1
296,197,23535,1
297,197,25244,1
298,197,23355,1
299,197,44134,1
300,197,58705,1
301,197,24497,1
302,197,55397,1
303,197,38233,1
304,197,54569,1
305,197,32191,1
306,197,18014,1
307,197,47875,1
308,197,36998,1
309,197,500,1
310,197,31589,1
311,197,18657,1
312,197,42213,1
313,197,31894,1
314,197,61890,1
315,197,55982,1
316,197,42609,1
317,197,51772,1
318,197,9240,1
319,197,18985,1
320,197,6651,1
321,197,37606,1
322,197,25127,1
323,197,3666,1
324,197,28875,1
325,197,1320,1
326,197,1842,1
327,197,5421,1
328,197,22394,1
329,197,55213,1
330,197,47099,1
331,197,49185,1
332,197,47681,1
333,197,39281,1
334,197,39593,1
335,197,1893,1
336,197,12798,1
337,197,57586,1
338,197,47073,1
339,197,8516,1
340,197,44481,1
341,197,34577,1
342,197,64978,1
343,197,3953,1
344,197,58084,1
345,197,62517,1
346,197,57900,1
347,197,3009,1
348,197,60855,1
349,197,54425,1
350,197,41203,1
351,197,11297,1
352,197,23332,1
353,197,5055,1
354,197,30469,1
355,197,27842,1
356,197,3694,1
357,197,18792,1
358,197,57416,1
359,197,54753,1
360,197,23604,1
361,197,37909,1
362,197,52333,1
363,197,24232,1
364,197,62012,1
365,197,20841,1
366,197,49072,1
367,197,13932,1
368,197,63797,1
369,197,7861,1
370,197,42872,1
371,197,41196,1
372,197,50625,1
373,197,63427,1
374,197,11721,1
375,197,53570,1
376,197,59698,1
377,197,57341,1
378,197,63779,1
379,197,34320,1
380,197,30347,1
381,197,11802,1
382,197,1642,1
383,197,36083,1
384,197,14466,1
385,197,61831,1
386,197,14844,1
387,197,57193,1
388,197,5484,1
389,197,2052,1
390,197,29258,1
391,197,47888,1
392,197,16156,1
393,197,38077,1
394,197,42597,1
395,197,42609,1
396,197,18914,1
397,197,16538,1
398,197,39319,1
399,197,14448,1
400,197,50835,1
401,197,29187,1
402,197,19029,1
403,197,33434,1
404,197,5937,1
405,197,48347,1
406,197,64477,1
407,197,63398,1
408,197,37344,1
409,197,8071,1
410,197,44693,1
411,197,22646,1
412,197,61602,1
413,197,38540,1
414,197,47519,1
415,197,12868,1
416,197,59753,1
417,197,12811,1
418,197,51916,1
419,197,64496,1
420,197,17246,1
421,197,19669,1
422,197,10855,1
423,197,54997,1
424,197,21569,1
425,197,8176,1
426,197,26986,1
427,197,32549,1
428,197,64362,1
429,197,24867,1
430,197,8131,1
431,197,60500,1
432,197,64421,1
433,197,61707,1
434,197,34220,1
435,197,15861,1
436,197,55333,1
437,197,41877,1
438,197,62351,1
439,197,57129,1
440,197,35753,1
441,197,51416,1
442,197,18571,1
443,197,16152,1
444,197,51019,1
445,197,55390,1
446,197,19769,1
447,197,51693,1
448,197,28683,1
449,197,48910,1
450,197,29745,1
451,197,39211,1
452,197,61293,1
453,197,65133,1
454,197,59795,1
455,197,58188,1
456,197,4386,1
457,197,29585,1
458,197,1788,1
459,197,26645,1
460,197,14988,1
461,197,11395,1
462,197,43077,1
463,197,53904,1
464,197,35791,1
465,197,63601,1
466,197,46949,1
467,197,51136,1
468,197,33418,1
469,197,8747,1
470,197,54241,1
471,197,11146,1
472,197,17235,1
473,197,61835,1
474,197,25431,1
475,197,27358,1
476,197,63790,1
477,197,30258,1
478,197,50424,1
479,197,14506,1
480,197,23532,1
481,197,50735,1
482,197,32699,1
483,197,16091,1
484,197,46122,1
485,197,52350,1
486,197,34390,1
487,197,46101,1
488,197,16231,1
489,197,7761,1
490,197,50879,1
491,197,60757,1
492,197,7151,1
493,197,16718,1
494,197,300,1
495,197,12430,1
496,197,46903,1
497,197,13662,1
498,197,3385,1
499,197,57617,1
500,197,41250,1
501,197,50401,1
502,197,24250,1
503,197,21217,1
504,197,260,1
505,197,40146,1
506,197,14032,1
507,197,43954,1
508,197,49189,1
509,197,43565,1
510,197,33132,1
511,197,59169,1
512,197,12008,1
513,197,57639,1
514,197,35646,1
515,197,61532,1
516,197,61996,1
517,197,38771,1
518,197,29322,1
519,197,35228,1
520,197,64529,1
521,197,50341,1
522,197,57886,1
523,197,58193,1
524,197,32760,1
525,197,47358,1
526,197,22211,1
527,197,15666,1
528,197,40204,1
529,197,63577,1
530,197,34151,1
531,197,46198,1
532,197,46764,1
533,197,61834,1
534,197,41817,1
535,197,18333,1
536,197,54998,1
537,197,31225,1
538,197,42548,1
539,197,44122,1
540,197,4628,1
541,197,54486,1
542,197,1753,1
543,197,36177,1
544,197,43496,1
545,197,40833,1
546,197,38261,1
547,197,47710,1
548,197,47486,1
549,197,13886,1
550,197,52144,1
551,197,11108,1
552,197,44833,1
553,197,48657,1
554,197,19082,1
555,197,29802,1
556,197,51521,1
557,197,1953,1
558,197,35857,1
559,197,4323,1
560,197,40706,1
561,197,64520,1
562,197,48085,1
563,197,39064,1
564,197,12300,1
565,197,21490,1
566,197,904,1
567,197,65388,1
568,197,23738,1
569,197,35362,1
570,197,46096,1
571,197,50781,1
572,197,7245,1
573,197,54856,1
574,197,6870,1
575,197,53894,1
576,197,44693,1
577,197,45355,1
578,197,55835,1
579,197,40577,1
580,197,829,1
581,197,4849,1
582,197,2422,1
583,197,36186,1
584,197,23262,1
585,197,58977,1
586,197,34340,1
587,197,58846,1
588,197,54140,1
589,197,15887,1
590,197,36014,1
591,197,53943,1
592,197,26181,1
593,197,50641,1
594,197,11358,1
595,197,49415,1
596,197,19442,1
597,197,45942,1
598,197,55161,1
599,197,8570,1
600,197,35384,1
601,197,163,1
602,197,4883,1
603,197,41951,1
604,197,23579,1
605,197,42552,1
606,197,20104,1
607,197,55328,1
608,197,63936,1
609,197,65489,1
610,197,9995,1
611,197,35365,1
612,197,51143,1
613,197,29793,1
614,197,57116,1
615,197,24276,1
616,197,263,1
617,197,5491,1
618,197,45746,1
619,197,28888,1
620,197,30369,1
621,197,7409,1
622,197,3113,1
623,197,45367,1
624,197,3047,1
625,197,45117,1
626,197,2471,1
627,197,58482,1
628,197,2025,1
629,197,36541,1
630,197,39719,1
631,197,747,1
632,197,51780,1
633,197,3795,1
634,197,56443,1
635,197,61512,1
636,197,26673,1
637,197,12404,1
638,197,14962,1
639,197,264,1
640,197,62387,1
641,197,54591,1
642,197,2227,1
643,197,12884,1
644,197,47739,1
645,197,30139,1
646,197,53274,1
647,197,15044,1
648,197,5852,1
649,197,35961,1
650,197,4541,1
651,197,11852,1
652,197,50384,1
653,197,52097,1
654,197,64367,1
655,197,33704,1
656,197,29955,1
657,197,38203,1
658,197,16123,1
659,197,11495,1
660,197,41501,1
661,197,24976,1
662,197,23643,1
663,197,1398,1
664,197,24762,1
665,197,5511,1
666,197,58768,1
667,197,3330,1
668,197,28630,1
669,197,230,1
670,197,25398,1
671,197,61042,1
672,197,36048,1
673,197,41095,1
674,197,40682,1
675,197,36851,1
676,197,24157,1
677,197,42411,1
678,197,49427,1
679,197,51362,1
680,197,35832,1
681,197,18855,1
682,197,32702,1
683,197,31521,1
684,197,40574,1
685,197,8541,1
686,197,5749,1
687,197,5669,1
688,197,13939,1
689,197,36027,1
690,197,64843,1
691,197,17140,1
692,197,18917,1
693,197,26635,1
694,197,3742,1
695,197,11748,1
696,197,62108,1
697,197,4016,1
698,197,7136,1
699,197,62316,1
700,197,63542,1
701,197,8429,1
702,197,60110,1
703,197,1649,1
704,197,21186,1
705,197,31004,1
706,197,45950,1
707,197,23951,1
708,197,62164,1
709,197,14956,1
710,197,24487,1
711,197,24588,1
712,197,44427,1
713,197,37406,1
714,197,64215,1
715,197,26965,1
716,197,38155,1
717,197,17894,1
718,197,55617,1
719,197,62285,1
720,197,61921,1
721,197,45644,1
722,197,27255,1
723,197,51655,1
724,197,41860,1
725,197,19813,1
726,197,29694,1
