case,size,det_mod_65521,full_augmented
344,65,40154,1
345,65,15749,1
346,65,15285,1
347,65,40912,1
348,65,20263,1
349,65,7646,1
350,65,42519,1
351,65,54326,1
352,65,34658,1
353,65,37984,1
354,65,8616,1
355,65,29021,1
356,65,30333,1
357,65,56900,1
358,65,7909,1
359,65,5822,1
360,65,56093,1
361,65,15435,1
362,65,21060,1
363,65,21491,1
364,65,22148,1
365,65,39402,1
366,65,54335,1
367,65,14080,1
368,65,64631,1
369,65,17947,1
370,65,60149,1
371,65,16830,1
372,65,21078,1
373,65,22161,1
374,65,5726,1
375,65,26392,1
376,65,23591,1
377,65,13300,1
378,65,27332,1
379,65,39418,1
380,65,50,1
381,65,40250,1
382,65,63126,1
383,65,6369,1
384,65,52425,1
385,65,39966,1
386,65,3687,1
387,65,17137,1
388,65,22976,1
389,65,63261,1
390,65,41874,1
391,65,64822,1
392,65,16965,1
393,65,30985,1
394,65,43696,1
395,65,12579,1
396,65,46146,1
397,65,7272,1
398,65,24392,1
399,65,8729,1
400,65,64190,1
401,65,42019,1
402,65,61756,1
403,65,48394,1
404,65,36321,1
405,65,47933,1
406,65,21339,1
407,65,28537,1
408,65,18138,1
409,65,4052,1
410,65,44724,1
411,65,30913,1
412,65,40390,1
413,65,19993,1
414,65,21968,1
415,65,59588,1
416,65,54279,1
417,65,65050,1
418,65,38531,1
419,65,22159,1
420,65,37071,1
421,65,53185,1
422,65,27505,1
423,65,11783,1
424,65,48289,1
425,65,45024,1
426,65,42174,1
427,65,32250,1
428,65,6126,1
429,65,40825,1
430,65,20708,1
431,65,53651,1
432,65,61258,1
433,65,24562,1
434,65,39690,1
435,65,37351,1
436,65,64129,1
437,65,24881,1
438,65,3167,1
439,65,35727,1
440,65,1568,1
441,65,55671,1
442,65,58761,1
443,65,27627,1
444,65,55412,1
445,65,64003,1
446,65,60886,1
447,65,23057,1
448,65,15910,1
449,65,26463,1
450,65,31326,1
451,65,15301,1
452,65,46636,1
453,65,53461,1
454,65,22667,1
455,65,53758,1
456,65,65247,1
457,65,27622,1
458,65,9534,1
459,65,41073,1
460,65,45019,1
461,65,5194,1
462,65,39515,1
463,65,23749,1
464,65,36764,1
465,65,42864,1
466,65,39460,1
467,65,20104,1
468,65,26416,1
469,65,54849,1
470,65,11424,1
471,65,34285,1
472,65,18282,1
473,65,35995,1
474,65,41027,1
475,65,9481,1
476,65,26729,1
477,65,59346,1
478,65,9510,1
479,65,22896,1
480,65,58648,1
481,65,36943,1
482,65,20277,1
483,65,7039,1
484,65,13493,1
485,65,35425,1
486,65,45295,1
487,65,43670,1
488,65,46968,1
489,65,41997,1
490,65,58248,1
491,65,62899,1
492,65,63768,1
493,65,63294,1
494,65,44994,1
495,65,23945,1
496,65,19925,1
497,65,15595,1
498,65,16987,1
499,65,45812,1
500,65,1017,1
501,65,24599,1
502,65,56092,1
503,65,19037,1
504,65,37658,1
505,65,58259,1
506,65,30608,1
507,65,58446,1
508,65,63972,1
509,65,30103,1
510,65,10898,1
511,65,27289,1
512,65,53770,1
513,65,9329,1
514,65,30063,1
515,65,24474,1
516,65,27843,1
517,65,264,1
518,65,13041,1
519,65,47323,1
520,65,19800,1
521,65,20275,1
522,65,1494,1
523,65,58479,1
524,65,31653,1
525,65,46940,1
526,65,24629,1
527,65,16258,1
528,65,59569,1
529,65,14431,1
530,65,24504,1
531,65,24144,1
532,65,33434,1
533,65,2386,1
534,65,49780,1
535,65,55786,1
536,65,3025,1
537,65,18284,1
538,65,23638,1
539,65,48971,1
540,65,51478,1
541,65,797,1
542,65,33219,1
543,65,6674,1
544,65,45394,1
545,65,45338,1
546,65,53881,1
547,65,14517,1
548,65,47928,1
549,65,51293,1
550,65,35099,1
551,65,16672,1
552,65,5448,1
553,65,39776,1
554,65,31504,1
555,65,15320,1
556,65,5800,1
557,65,18232,1
558,65,16513,1
559,65,30108,1
560,65,20268,1
561,65,55168,1
562,65,39039,1
563,65,40854,1
564,65,12040,1
565,65,41355,1
566,65,44130,1
567,65,30971,1
568,65,54642,1
569,65,50784,1
570,65,15640,1
571,65,14863,1
572,65,19977,1
573,65,58831,1
574,65,31149,1
575,65,45989,1
576,65,19074,1
577,65,48264,1
578,65,3733,1
579,65,29856,1
580,65,2784,1
581,65,47716,1
582,65,51324,1
583,65,16307,1
584,65,5780,1
585,65,5169,1
586,65,56577,1
587,65,12961,1
588,65,34596,1
589,65,44111,1
590,65,46606,1
591,65,20988,1
592,65,61013,1
593,65,17895,1
594,65,53795,1
595,65,17471,1
596,65,40275,1
597,65,18784,1
598,65,64960,1
599,65,58948,1
600,65,18038,1
601,65,12128,1
602,65,4165,1
603,65,16877,1
604,65,41531,1
605,65,19661,1
606,65,20591,1
607,65,48971,1
608,65,9734,1
609,65,11242,1
610,65,40305,1
611,65,4833,1
612,65,63971,1
613,65,14057,1
614,65,51851,1
615,65,40242,1
616,65,57949,1
617,65,60299,1
618,65,16250,1
619,65,12070,1
620,65,38240,1
621,65,55885,1
622,65,22133,1
623,65,36668,1
624,65,58149,1
625,65,22637,1
626,65,4964,1
627,65,63657,1
628,65,39765,1
629,65,45742,1
630,65,63526,1
631,65,42509,1
632,65,38367,1
633,65,25071,1
634,65,63340,1
635,65,13073,1
636,65,8562,1
637,65,48548,1
638,65,54598,1
639,65,11661,1
640,65,7483,1
641,65,12632,1
642,65,18209,1
643,65,63193,1
644,65,16287,1
645,65,45691,1
646,65,27395,1
647,65,9844,1
648,65,55131,1
649,65,41815,1
650,65,2269,1
651,65,12865,1
652,65,48176,1
653,65,45773,1
654,65,28500,1
655,65,64014,1
656,65,28145,1
657,65,12027,1
658,65,20794,1
659,65,17097,1
660,65,3972,1
661,65,47673,1
662,65,40611,1
663,65,9268,1
664,65,63544,1
665,65,58556,1
666,65,40142,1
667,65,28656,1
668,65,18711,1
669,65,60168,1
670,65,30122,1
671,65,18371,1
672,65,1234,1
673,65,11880,1
674,65,25612,1
675,65,11625,1
676,65,49648,1
677,65,14880,1
678,65,63216,1
679,65,36521,1
680,65,24479,1
681,65,49655,1
682,65,348,1
683,65,60152,1
684,65,20664,1
685,65,1895,1
686,65,49870,1
687,65,48099,1
688,65,45545,1
689,65,15689,1
690,65,20337,1
691,65,39559,1
692,65,31311,1
693,65,50294,1
694,65,1038,1
695,65,20084,1
696,65,35947,1
697,65,22819,1
698,65,7877,1
699,65,41319,1
700,65,13766,1
701,65,26133,1
702,65,59250,1
703,65,44110,1
704,65,45743,1
705,65,39396,1
706,65,60099,1
707,65,30571,1
708,65,43583,1
709,65,53954,1
710,65,47390,1
711,65,14449,1
712,65,41918,1
713,65,38041,1
714,65,32867,1
715,65,18744,1
716,65,40702,1
717,64,23484,0
718,65,49676,1
719,65,38794,1
720,65,26590,1
721,65,10161,1
722,65,36804,1
723,65,353,1
724,65,23283,1
725,65,47886,1
726,65,5982,1
727,65,27066,1
728,65,9910,1
729,65,48924,1
730,65,37522,1
731,65,23316,1
732,65,28182,1
733,65,8743,1
734,65,20500,1
735,65,29856,1
736,65,33735,1
737,65,45261,1
738,65,24285,1
739,65,58335,1
740,65,14808,1
741,65,20329,1
742,65,62218,1
743,65,8108,1
744,65,61787,1
745,65,25991,1
746,65,44448,1
747,65,25481,1
748,65,11876,1
749,65,45686,1
750,65,53289,1
751,65,60999,1
752,65,52613,1
753,65,63480,1
754,65,18583,1
755,65,40130,1
756,65,46457,1
757,65,7422,1
758,65,10206,1
759,65,44213,1
760,65,31808,1
761,65,8087,1
762,65,45797,1
763,65,49378,1
764,65,21670,1
765,65,15483,1
766,65,38435,1
767,65,9431,1
768,65,48804,1
769,65,17455,1
770,65,48349,1
771,65,4629,1
772,65,29379,1
773,65,14510,1
774,65,47726,1
775,65,21334,1
776,65,19331,1
777,65,57409,1
778,65,14296,1
779,65,58732,1
780,65,15986,1
781,65,13684,1
782,65,36210,1
783,65,13890,1
784,65,57964,1
785,65,44443,1
786,65,52221,1
787,65,22518,1
788,65,22039,1
789,65,6135,1
790,65,624,1
791,65,7468,1
792,65,28191,1
793,65,3129,1
794,65,43508,1
795,65,9270,1
796,65,65501,1
797,65,43131,1
798,65,65478,1
799,65,8225,1
800,65,6381,1
801,65,12117,1
802,65,25945,1
803,65,54069,1
804,65,50201,1
805,65,49002,1
806,65,63370,1
807,65,50116,1
808,65,16521,1
809,65,30260,1
810,65,31271,1
811,65,9859,1
812,65,15043,1
813,65,19565,1
814,65,6515,1
815,65,21837,1
816,65,51369,1
817,65,16267,1
818,65,62732,1
819,65,651,1
820,65,20302,1
821,65,5109,1
822,65,56825,1
823,65,42778,1
824,65,57005,1
825,65,24121,1
826,65,58475,1
827,65,24247,1
828,65,34281,1
829,65,59141,1
830,65,35536,1
831,65,17929,1
832,65,34134,1
833,65,60214,1
834,65,12014,1
835,65,9724,1
836,65,59028,1
837,65,10285,1
838,65,7909,1
839,65,3632,1
840,65,7992,1
841,65,27638,1
842,65,50298,1
843,65,10548,1
844,65,57017,1
845,65,65407,1
846,65,46780,1
847,65,22949,1
848,65,42733,1
849,65,34102,1
850,65,60085,1
851,65,26668,1
852,65,33834,1
853,65,3687,1
854,65,9414,1
855,65,13037,1
856,65,25085,1
857,65,27191,1
858,65,23352,1
859,65,30220,1
860,65,3916,1
861,65,7035,1
862,65,23953,1
863,65,57179,1
864,65,11852,1
865,65,48172,1
866,65,34673,1
867,65,51234,1
868,65,8731,1
869,65,19314,1
870,65,52615,1
871,65,4741,1
872,65,46793,1
873,65,42582,1
874,65,13793,1
875,65,2682,1
876,65,43961,1
877,65,44823,1
878,65,47810,1
879,65,34045,1
880,65,58030,1
881,65,28454,1
882,65,38440,1
883,65,5780,1
884,65,61871,1
885,65,11165,1
886,65,26275,1
887,65,62749,1
888,65,47403,1
889,65,25093,1
890,65,28164,1
891,65,41522,1
892,65,60539,1
893,65,47814,1
894,65,36054,1
895,65,13866,1
896,65,58170,1
897,65,50632,1
898,65,21086,1
899,65,11068,1
900,65,10012,1
901,65,50281,1
902,65,27987,1
903,65,62268,1
904,65,34898,1
905,65,42801,1
906,65,28479,1
907,65,57720,1
908,65,65395,1
909,65,44577,1
910,65,18867,1
911,65,21205,1
912,65,30850,1
913,65,64004,1
914,65,6845,1
915,65,54325,1
916,65,31132,1
917,65,34715,1
918,65,37729,1
919,65,24730,1
920,65,17927,1
921,65,38437,1
922,65,51427,1
923,65,34399,1
924,65,27029,1
925,65,48285,1
926,65,56882,1
927,65,37392,1
928,65,14738,1
929,65,25367,1
930,65,21666,1
931,65,16945,1
932,65,54897,1
933,65,33485,1
934,65,36312,1
935,65,8966,1
936,65,48262,1
937,65,2224,1
938,65,5554,1
939,65,15239,1
940,65,50746,1
941,65,6231,1
942,65,30876,1
943,65,1710,1
944,65,49195,1
945,65,20408,1
946,65,22906,1
947,65,61282,1
948,65,51125,1
949,65,25336,1
950,65,37092,1
951,65,41724,1
952,65,57222,1
953,65,37662,1
954,65,3984,1
955,65,6936,1
956,65,45550,1
957,65,2028,1
958,65,59939,1
959,65,50544,1
960,65,12804,1
961,65,51982,1
962,65,64721,1
963,65,23037,1
964,65,19760,1
965,65,7645,1
966,65,51185,1
967,65,12976,1
968,65,33220,1
969,65,31099,1
970,65,20755,1
971,65,3833,1
972,65,3096,1
973,65,31831,1
974,65,54604,1
975,65,52632,1
976,65,26910,1
977,65,11833,1
978,65,54069,1
979,65,63513,1
980,65,24848,1
981,65,19147,1
982,65,53126,1
983,65,6026,1
984,65,57463,1
985,65,6045,1
986,65,65214,1
987,65,50559,1
988,65,18724,1
989,65,3434,1
990,65,17910,1
991,65,65344,1
992,65,63173,1
993,65,18315,1
994,65,63797,1
995,65,12147,1
996,65,54290,1
997,65,19053,1
998,65,43072,1
999,65,45497,1
1000,65,49570,1
1001,65,2156,1
1002,65,60940,1
1003,65,13783,1
1004,65,65187,1
1005,65,36689,1
1006,65,18807,1
1007,65,12920,1
1008,65,54117,1
1009,65,52382,1
1010,65,44438,1
1011,65,5288,1
1012,65,7810,1
1013,65,5633,1
1014,65,24594,1
1015,65,21862,1
1016,65,58963,1
1017,65,4060,1
1018,65,62868,1
1019,65,37669,1
1020,65,24671,1
1021,65,6374,1
1022,65,14399,1
1023,65,31037,1
1024,65,36256,1
1025,65,64862,1
1026,65,64923,1
1027,65,18097,1
1028,65,49647,1
1029,65,54978,1
1030,65,20525,1
1031,65,56385,1
1032,65,58820,1
1033,65,4815,1
1034,65,48638,1
1035,65,38308,1
1036,65,61889,1
1037,65,46924,1
1038,65,44872,1
1039,65,41227,1
1040,65,3380,1
1041,65,4153,1
1042,65,32879,1
1043,65,12663,1
1044,65,9644,1
1045,65,22771,1
1046,65,14079,1
1047,65,31211,1
1048,65,13695,1
1049,65,39906,1
1050,65,8415,1
1051,65,1903,1
1052,65,52014,1
1053,65,53310,1
1054,65,43121,1
1055,65,1214,1
1056,65,40123,1
1057,65,46087,1
1058,65,58958,1
1059,65,36744,1
1060,65,21354,1
1061,65,18065,1
1062,65,3092,1
1063,65,35205,1
1064,65,62852,1
1065,65,35424,1
1066,65,64520,1
1067,65,14070,1
1068,65,40419,1
1069,65,26759,1
1070,65,36191,1
1071,65,33764,1
1072,65,28420,1
1073,65,46970,1
1074,65,5668,1
1075,65,15509,1
1076,65,39333,1
1077,65,6663,1
1078,65,54933,1
1079,65,46388,1
1080,65,29219,1
1081,65,12093,1
1082,65,5119,1
1083,65,61265,1
1084,65,37850,1
1085,65,1018,1
1086,65,21903,1
1087,65,64899,1
1088,65,13460,1
1089,65,19866,1
1090,65,27253,1
1091,65,26791,1
1092,65,61408,1
1093,65,54935,1
1094,65,6839,1
1095,65,18121,1
1096,65,49336,1
1097,65,45891,1
1098,65,50995,1
1099,65,59870,1
1100,65,26293,1
1101,65,21769,1
1102,65,7386,1
1103,65,22070,1
1104,65,57014,1
1105,65,12992,1
1106,65,52451,1
1107,65,2135,1
1108,65,52319,1
1109,65,13769,1
1110,65,62792,1
1111,65,24984,1
1112,65,43285,1
1113,65,7447,1
1114,65,49245,1
1115,65,25387,1
